Company Name: MARKET PURCHASE
Phone No: 9894404450


Item Batch Report
Dated: 10/11/2023 - 06/09/2027


Item Name,Batch Number,Expiry Date,MFG Date,MRP,Purchase Price,Selling Price,Current Stock
KIS MISS YELLOW,18/03/26,"","",0.0,360.0,400.0,0.0 KGS
KIS MISS YELLOW,Batch #1,"","",0.0,280.0,360.0,0.0 KGS
KIS MISS YELLOW,16/01/26,"","",0.0,360.0,320.0,0.0 KGS
KIS MISS YELLOW,16/01/26.,"","",0.0,320.0,360.0,0.0 KGS
KIS MISS YELLOW,20/06/26,"","",0.0,275.0,320.0,3.9 KGS
KIT KAT 10/-,Batch #1,17/12/2036,"",0.0,360.0,380.0,43.0 BOX
KIT KAT 10/-,28/12/25,"","",0.0,370.0,385.0,0.0 BOX
KITCHEN CAP,Batch #1,"","",0.0,47.0,60.0,11.0 PCS
KIWI FRUIT ,1/7/26,"","",0.0,110.0,120.0,0.0 PCS
KIWI FRUIT ,26/01/26,"","",0.0,60.0,80.0,0.0 PCS
KIWI FRUIT ,12/02/26,"","",0.0,70.0,90.0,0.0 PCS
KIWI FRUIT ,Batch #1,"","",0.0,90.0,110.0,0.0 PCS
LEMON ,24/03/26,"","",0.0,70.0,80.0,0.0 KGS
LEMON ,10/02/26,"","",0.0,40.0,50.0,0.0 KGS
LEMON ,05/09/26,"","",0.0,100.0,110.0,0.0 KGS
LEMON ,18/03/26,"","",0.0,80.0,90.0,0.0 KGS
LEMON ,19/04/26,"","",0.0,80.0,60.0,0.0 KGS
LEMON ,18/04/26,"","",0.0,75.0,90.0,0.0 KGS
LEMON ,14/12/2025,"","",0.0,35.0,50.0,0.0 KGS
LEMON ,07/05/26,"","",0.0,130.0,140.0,0.0 KGS
LEMON ,05/03/26,"","",0.0,90.0,100.0,0.0 KGS
LEMON ,24/02/26,"","",0.0,55.56,70.0,0.0 KGS
LEMON ,Batch #1,12/12/2036,"",0.0,30.0,40.0,0.0 KGS
LEMON ,16/02/26,"","",0.0,45.0,60.0,0.0 KGS
LEMON ,03/03/26,"","",0.0,70.0,80.0,0.0 KGS
LEMON ,16/03/26,"","",0.0,84.0,95.0,0.0 KGS
LEMON ,13/04/26,"","",0.0,90.0,100.0,0.0 KGS
LEMON ,17/02/26,"","",0.0,50.0,60.0,0.0 KGS
LEMON ,27/04/26,"","",0.0,100.0,125.0,0.0 KGS
LEMON ,19/04/26/,"","",0.0,60.0,80.0,0.0 KGS
LEMON ,25/02/26,"","",0.0,60.0,70.0,0.0 KGS
LETTUCE,Batch #1,14/12/2034,"",0.0,110.0,140.0,0.0 KGS
LETTUCE,13/12/2025,"","",0.0,120.0,140.0,0.0 KGS
LETTUCE,10/1/26,"","",0.0,160.0,190.0,0.0 KGS
LETTUCE,14/12/2025,"","",0.0,140.0,190.0,0.0 KGS
LETTUCE,07/02/26,"","",0.0,130.0,150.0,0.0 KGS
LETTUCE,28/01/26,"","",0.0,210.0,250.0,0.0 KGS
LETTUCE,20/08/26,"","",0.0,130.0,160.0,0.0 KGS
LETTUCE,03/02/26,"","",0.0,150.0,170.0,0.0 KGS
LETTUCE,15/03/26,"","",0.0,80.0,130.0,0.0 KGS
LETTUCE,24/01/26,"","",0.0,110.0,140.0,0.0 KGS
LETTUCE,06/02/26,"","",0.0,112.0,130.0,0.0 KGS
LIMARTUR GLASS 255ML,Batch #1,"","",0.0,165.0,190.0,0.0 PCS
LOTTE CHOCO PIE 1 BOX,14/08/26,"","",0.0,140.0,155.0,23.0 PCS
LOTTE CHOCO PIE 1 BOX,Batch #1,20/12/2030,"",0.0,195.0,220.0,0.0 PCS
LOTTE CHOCO PIE 1 BOX,01/04/26,"","",0.0,145.0,155.0,0.0 PCS
MANGO FRUITS,26/02/26,"","",0.0,55.0,60.0,0.0 PCS
MANGO FRUITS,14/03/26,"","",0.0,40.0,50.0,0.0 PCS
MANGO FRUITS,Batch #1,07/12/2026,"",0.0,80.0,85.0,0.0 PCS
MANGO FRUITS,18/06/26,"","",0.0,20.0,30.0,0.0 PCS
MANGO FRUITS,02/03/26,"","",0.0,30.0,40.0,0.0 PCS
MANGO FRUITS,15/08/26,"","",0.0,65.0,75.0,0.0 PCS
MANGO FRUITS,16/04/26,"","",0.0,45.0,55.0,0.0 PCS
MANGO FRUITS,12/04/26,"","",0.0,35.0,45.0,0.0 PCS
MANGO FRUITS,13/04/26,"","",0.0,35.0,50.0,0.0 PCS
MANGO FRUITS,07/08/26,"","",0.0,70.0,80.0,0.0 PCS
MANJA PODI,Batch #1,"","",0.0,115.0,140.0,0.0 PCS
MASALA FRIES ,Batch #1,28/12/2030,"",0.0,291.9,300.0,0.0 PKT
MASALA FRIES ,20/06/26,"","",0.0,139.0,180.0,6.0 PKT
MASALA FRIES ,18/04/26,"","",0.0,302.4,317.0,0.0 PKT
MAYONNAISE CUP,Batch #1,"","",0.0,36.0,45.0,122.0 PCS
MAYONNAISE POWDER ,13/04/26,"","",0.0,378.0,420.0,0.0 PKT
MAYONNAISE POWDER ,Batch #1,14/12/2033,"",0.0,354.9,410.0,0.0 PKT
MAYONNAISE POWDER ,NEW PURCHASE,"","",0.0,420.0,470.0,39.0 PKT
MAYONNAISE POWDER ,16/01/26,"","",0.0,362.25,420.0,0.0 PKT
MILKY BAR10/-,Batch #1,23/12/2031,"",0.0,265.0,275.0,9.0 PCS
MIXER CUTTER,26/06/26,"","",0.0,300.0,385.0,2.0 PCS
MIXER CUTTER,Batch #1,"","",0.0,280.0,370.0,0.0 PCS
MIXER WASHER,Batch #1,"","",0.0,20.0,25.0,11.0 PCS
MOZARELLA BAR,Batch #1,12/12/2031,"",0.0,372.75,462.0,2.0 PKT
MOZARELLA BAR,06/02/26,"","",0.0,472.5,530.0,0.0 PKT
MOZZARELLA CHEESE KG,Batch #1,"","",0.0,390.0,490.0,4.0 PCS
MUMTAZ FIG,Batch #1,31/01/2027,"",0.0,90.0,135.0,1.0 PCS
MUNCH 5/-,Batch #1,25/12/2031,"",0.0,138.0,147.0,27.0 BOX
MUNCH 5/-,13/04/26,"","",0.0,145.0,152.0,0.0 BOX
MUNCH 5/-,18/08/26,"","",0.0,210.0,230.0,3.0 BOX
MUSAMBI,19/02/26,"","",0.0,600.0,700.0,0.0 PKT
MUSAMBI,18/02/26,"","",0.0,550.0,600.0,0.0 PKT
MUSAMBI,01/08/2026,"","",0.0,300.0,450.0,0.0 PKT
MUSAMBI,12/06/26,"","",0.0,650.0,700.0,0.0 PKT
MUSAMBI,14/12/2025,"","",0.0,250.0,350.0,0.0 PKT
MUSAMBI,Batch #1,14/12/2034,"",0.0,400.0,500.0,0.0 PKT
MUSAMBI,20/04/26,"","",0.0,750.0,800.0,0.0 PKT
MUSAMBI,19/12/25,14/12/2028,"",0.0,450.0,550.0,0.0 PKT
MUSAMBI,08/01/26,"","",0.0,500.0,550.0,0.0 PKT
MUSAMBI,31/03/26,"","",0.0,575.0,625.0,0.0 PKT
MUSAMBI,09/06/26,"","",0.0,900.0,950.0,0.0 PKT
MUSAMBI,13/12/2025,"","",0.0,200.0,350.0,0.0 PKT
MUSAMBI,11/02/26,"","",0.0,12.0,16.0,0.0 PKT
MUSAMBI,26/01/26,"","",0.0,160.0,200.0,0.0 PKT
MUSAMBI,13/06/26,"","",0.0,700.0,750.0,0.0 PKT
MUSAMBI,04/02/26,"","",0.0,350.0,400.0,0.0 PKT
MUSAMBI,12/04/26,"","",0.0,300.0,400.0,0.0 PKT
MUSAMBI,08/06/26,"","",0.0,34.0,36.0,0.0 PKT
MUSAMBI,24/01/26,"","",0.0,500.0,600.0,0.0 PKT
MUSAMBI,16/04/26,"","",0.0,350.0,450.0,0.0 PKT
MUSAMBI,30/04/26,"","",0.0,800.0,850.0,0.0 PKT
MUSAMBI,26/12/25,"","",0.0,300.0,350.0,0.0 PKT
MUSAMBI,06/06/26,"","",0.0,1050.0,1150.0,0.0 PKT
MUSAMBI,16/02/26,"","",0.0,450.0,500.0,0.0 PKT
MUSAMBI,04/01/26,"","",0.0,350.0,450.0,0.0 PKT
MUSHROOM,04/01/26,"","",0.0,46.0,55.0,0.0 PKT
MUSHROOM,26/02/26,"","",0.0,40.0,50.0,0.0 PKT
MUSHROOM,Batch #1,17/12/2031,"",0.0,50.0,55.0,0.0 PKT
MUSKMELON,30/01/26,"","",0.0,500.0,550.0,0.0 PCS
MUSKMELON,10/12/25,"","",0.0,700.0,800.0,0.0 PCS
MUSKMELON,07/05/26,"","",0.0,750.0,850.0,0.0 PCS
MUSKMELON,26/04/26,"","",0.0,900.0,970.0,0.0 PCS
MUSKMELON,Batch #1,08/12/2032,"",0.0,0.0,0.0,0.0 PCS
MUSKMELON,27/03/26,"","",0.0,450.0,500.0,0.0 PCS
MUSKMELON,7/6/26,"","",0.0,650.0,700.0,0.0 PCS
MUSKMELON,24/01/26,"","",0.0,550.0,600.0,0.0 PCS
MUSKMELON,13/12/2025,"","",0.0,750.0,800.0,0.0 PCS
MUSKMELON,02/05/26,"","",0.0,850.0,900.0,0.0 PCS
MUSKMELON,07/03/26,"","",0.0,650.0,700.0,0.0 PCS
MUSKMELON,08/12/25,"","",0.0,550.0,650.0,0.0 PCS
MUSKMELON,03/02/26,"","",0.0,550.0,600.0,0.0 PCS
MUSKMELON,26/12/25,"","",0.0,850.0,900.0,0.0 PCS
MUSKMELON,17/01/26,"","",0.0,600.0,650.0,0.0 PCS
MUSKMELON,27/04/26,"","",0.0,900.0,950.0,0.0 PCS
MUSKMELON,26/01/26,"","",0.0,500.0,580.0,0.0 PCS
MUSKMELON,21/06/26,"","",0.0,750.0,700.0,0.0 PCS
MUSKMELON,21/06/26.,"","",0.0,650.0,750.0,0.0 PCS
MUSKMELON,04/02/26,"","",0.0,600.0,650.0,0.0 PCS
NANNARI SARBARH NANMA ,31/05/26,"","",0.0,70.0,80.0,0.0 PCS
NANNARI SARBARH NANMA ,Batch #1,31/08/2027,"",0.0,55.0,65.0,28.0 PCS
NASHVILLE SAUCE MIX,Batch #1,"","",0.0,341.2,385.0,10.0 PCS
OCCEAN BEER MUG 330ML,Batch #1,"","",0.0,90.0,150.0,0.0 PCS
ONION 1KG,17/12/2025,"","",0.0,30.0,36.0,0.0 KGS
ONION 1KG,8/7/26,"","",0.0,35.0,40.0,0.0 KGS
ONION 1KG,25/08/26,"","",0.0,50.0,55.0,0.0 KGS
ONION 1KG,28/02/26,"","",0.0,20.0,26.0,0.0 KGS
ONION 1KG,21/04/26,"","",0.0,19.0,25.0,0.0 KGS
ONION 1KG,13/12/2025,"","",0.0,25.0,30.0,0.0 KGS
ONION 1KG,07/03/26,"","",0.0,20.0,24.0,0.0 KGS
ONION 1KG,05/09/26,"","",0.0,55.0,60.0,0.0 KGS
ONION 1KG,11/1/26,"","",0.0,31.0,31.0,0.0 KGS
ONION 1KG,14/06/26,"","",0.0,32.0,37.0,0.0 KGS
ONION 1KG,31/05/26,"","",0.0,18.0,23.0,0.0 KGS
ONION 1KG,26/08/26,"","",0.0,44.0,50.0,0.0 KGS
ONION 1KG,15/08/26,"","",0.0,45.0,42.0,0.0 KGS
ONION 1KG,19/05/26,"","",0.0,16.0,21.0,0.0 KGS
ONION 1KG,11/1/26.,"","",0.0,26.0,31.0,0.0 KGS
ONION 1KG,20/12/25,"","",0.0,28.0,32.0,0.0 KGS
ONION 1KG,Batch #1,23/12/2032,"",0.0,22.0,28.0,0.0 KGS
ORANGE,16/03/26,"","",0.0,45.0,50.0,0.0 KGS
ORANGE,03/03/26,"","",0.0,25.0,30.0,0.0 KGS
ORANGE,25/02/26,"","",0.0,30.0,35.0,0.0 KGS
ORANGE,Batch #1,"","",0.0,50.0,55.0,0.0 KGS
ORANGE,07/03/26,"","",0.0,40.0,45.0,0.0 KGS
ORIEO BOX,Batch #1,10/12/2026,"",0.0,1030.0,1075.0,3.0 PCS
PALM OIL ,10/7/26,"","",0.0,1390.0,1440.0,0.0 BOX
PALM OIL ,03/02/26,"","",0.0,1060.0,1120.0,0.0 BOX
PALM OIL ,30/01/26,"","",0.0,1240.0,1280.0,0.0 BOX
PALM OIL ,27/12/25,"","",0.0,1160.0,1200.0,0.0 BOX
PALM OIL ,17/04/26,"","",0.0,1140.0,1170.0,0.0 BOX
PALM OIL ,15/02/26,"","",0.0,1230.0,1270.0,0.0 BOX
PALM OIL ,26/01/26,"","",0.0,1210.0,1250.0,0.0 BOX
PALM OIL ,12/1/26,"","",0.0,1160.0,1200.0,0.0 BOX
PALM OIL ,17/12/2025,"","",0.0,1150.0,1200.0,0.0 BOX
PALM OIL ,13/12/2025,"","",0.0,1170.0,1220.0,0.0 BOX
PALM OIL ,16/03/26,"","",0.0,1130.0,1180.0,0.0 BOX
PALM OIL ,23/02/26,"","",0.0,1220.0,1270.0,0.0 BOX
PALM OIL ,Batch #1,23/12/2032,"",0.0,1190.0,1230.0,3.0 BOX
PALM OIL ,22/01/26,"","",0.0,1190.0,1240.0,0.0 BOX
PALM OIL ,08/03/26,"","",0.0,1250.0,1280.0,0.0 BOX
PANEER KG,Batch #1,"","",0.0,350.0,370.0,-2.0 PCS
PANEER KG,28/07/26,"","",0.0,265.0,280.0,7.0 PCS
PANEER MOMOS,31/07/26,"","",0.0,330.0,247.0,0.0 PCS
PANEER MOMOS,Batch #1,"","",0.0,177.45,188.0,2.0 PCS
PANEER MOMOS,15/8/26,"","",0.0,146.0,196.0,21.0 PCS
PANEER PATTY,Batch #1,"","",0.0,372.76,488.0,4.0 PCS
PAPER CUP 250ML,Batch #1,"","",0.0,47.2,55.0,0.0 PCS
PAPER CUP 250ML,07/03/26,"","",0.0,45.0,55.0,0.0 PCS
PAPER CUP 250ML,7/6/26,"","",0.0,110.0,130.0,0.0 PCS
PAPER CUP 250ML,06/02/26,"","",0.0,39.0,55.0,423.0 PCS
PAPER CUP 250ML,02/04/26,"","",0.0,49.0,55.0,0.0 PCS
PAPER PLATE NO 6,02/04/26,"","",0.0,16.0,21.0,0.0 PCS
PAPER PLATE NO 6,Batch #1,"","",0.0,15.0,20.0,27.0 PCS
PAPER PLATE NO 6,21/06/26,"","",0.0,13.5,18.0,0.0 PCS
PAPER PLATE NO 6,13/04/26,"","",0.0,14.0,20.0,0.0 PCS
PAPER PLATE NO 7,02/04/26,"","",0.0,20.0,25.0,0.0 PCS
PAPER PLATE NO 7,12/04/26,"","",0.0,18.0,25.0,0.0 PCS
PAPER PLATE NO 7,Batch #1,"","",0.0,19.0,25.0,34.0 PCS
PAPPAYA,08/12/25,"","",0.0,25.0,30.0,0.0 KGS
PAPPAYA,05/09/26,"","",0.0,48.0,52.0,0.0 KGS
PAPPAYA,10/1/26.,"","",0.0,28.0,35.0,0.0 KGS
PAPPAYA,27/12/25,"","",0.0,27.0,30.0,0.0 KGS
PAPPAYA,28/04/26,"","",0.0,15.0,22.0,0.0 KGS
PAPPAYA,10/1/26,"","",0.0,32.0,28.0,0.0 KGS
PAPPAYA,20/06/26,"","",0.0,40.0,45.0,0.0 KGS
PAPPAYA,26/02/26,"","",0.0,30.0,35.0,0.0 KGS
PAPPAYA,13/04/26,"","",0.0,20.0,25.0,0.0 KGS
PAPPAYA,Batch #1,16/12/2031,"",0.0,0.0,0.0,0.0 KGS
PAPPAYA,18/02/26,"","",0.0,30.0,32.0,0.0 KGS
PAPPAYA,18/04/26,"","",0.0,20.0,28.0,0.0 KGS
PAPPAYA,29/07/26,"","",0.0,35.0,40.0,0.0 KGS
PARCEL COVER 4*6,Batch #1,"","",0.0,30.0,45.0,51.0 PCS
PARCEL COVER 6*8,Batch #1,17/12/2031,"",0.0,50.75,58.0,28.0 PCS
PARCEL COVER 6*8,26/02/26,"","",0.0,46.0,58.0,0.0 PCS
PARCEL COVER 6*8,09/06/26,"","",0.0,48.0,60.0,1.0 PCS
PARCEL COVER 7*9,Batch #1,"","",0.0,55.0,70.0,-3.0 PCS
PARCEL COVER 7*9,27/03/26,"","",0.0,63.03,80.0,19.0 PCS
PARCEL COVER 7*9,06/04/26,"","",0.0,75.55,85.0,0.0 PCS
PARCEL COVER 7*9,28/12/25,"","",0.0,54.66,70.0,0.0 PCS
PARCEL COVER 7*9,17/04/26/,"","",0.0,65.61,80.0,0.0 PCS
PARCEL COVER 7*9,26/02/26,"","",0.0,47.0,70.0,0.0 PCS
PASSION FRUIT SQUASH 1L,03/03/26,"","",0.0,178.5,210.0,6.0 PCS
PASTA,03/02/26,"","",0.0,60.0,65.0,0.0 KGS
PASTA,13/03/26,"","",0.0,65.0,70.0,0.0 KGS
PASTA,13/05/26,"","",0.0,69.0,74.0,0.0 KGS
PASTA,06/03/26,"","",0.0,65.0,70.0,40.0 KGS
PASTA,29/01/26,"","",0.0,60.0,65.0,0.0 KGS
PASTA,Batch #1,"","",0.0,60.0,65.0,0.0 KGS
PASTA,09/03/26,"","",0.0,4.0,5.0,0.0 KGS
PASTA MASALA,Batch #1,10/12/2026,"",0.0,240.0,270.0,0.0 PCS
PASTA MASALA,01/03/26,"","",0.0,252.0,270.0,5.0 PCS
PEANUT BURFI,Batch #1,28/12/2030,"",0.0,38.0,40.0,8.0 PCS
PEANUT ROASTED,Batch #1,"","",0.0,155.0,200.0,1.0 PCS
PEPPER POWDER EAGLE 500G,28/07/260,"","",0.0,160.0,170.0,0.0 PCS
PEPPER POWDER EAGLE 500G,28/07/26,"","",0.0,257.25,285.0,4.0 PCS
PEPPER POWDER EAGLE 500G,14/1/26,"","",0.0,160.0,200.0,2.5 PCS
PEPPER POWDER EAGLE 500G,07/03/26,"","",0.0,80.0,105.0,0.0 PCS
PEPPER POWDER EAGLE 500G,05/04/26,"","",0.0,77.5,105.0,0.0 PCS
PERI PERI SPRINKLER ,24/12/25,"","",0.0,108.0,189.0,0.0 PCS
PERI PERI SPRINKLER ,Batch #1,20/12/2030,"",0.0,134.4,189.0,32.0 PCS
PERI PERI SPRINKLER ,31/07/26,"","",0.0,200.0,220.0,1.0 PCS
PERI PERI SPRINKLER ,18/04/26,"","",0.0,134.4,189.0,0.0 PCS
PINEAPPLE ,Batch #1,07/12/2033,"",0.0,0.0,0.0,0.0 KGS
PINEAPPLE ,03/03/26,"","",0.0,55.0,60.0,0.0 KGS
PINEAPPLE ,13/12/2025,"","",0.0,40.0,47.0,0.0 KGS
PINEAPPLE ,10/02/26,"","",0.0,50.0,55.0,0.0 KGS
PINEAPPLE ,27/03/26,"","",0.0,33.0,38.0,0.0 KGS
PINEAPPLE ,03/06/26,"","",0.0,55.0,60.0,0.0 KGS
PINEAPPLE ,13/04/26,"","",0.0,38.0,43.0,0.0 KGS
PINEAPPLE ,04/04/26,"","",0.0,35.0,40.0,0.0 KGS
PINEAPPLE ,09/03/26,"","",0.0,60.0,65.0,0.0 KGS
PINEAPPLE ,03/06/26.,"","",0.0,65.0,70.0,0.0 KGS
PINEAPPLE ,15/08/26,"","",0.0,58.0,63.0,0.0 KGS
PINEAPPLE ,30/01/26,"","",0.0,40.0,45.0,0.0 KGS
PINEAPPLE ,21/06/26,"","",0.0,43.0,48.0,0.0 KGS
PINEAPPLE ,16/12/25,"","",0.0,45.0,50.0,0.0 KGS
PINEAPPLE ,08/12/25,"","",0.0,30.0,35.0,0.0 KGS
PINEAPPLE MOJITO MANAMA 750ML,07/03/26,"","",0.0,245.0,280.0,15.0 PCS
PISTA SYRUP JOANN,Batch #1,15/09/2026,"",0.0,130.0,180.0,24.0 PCS
PISTA SYRUP JOANN,03/02/26.,"","",0.0,190.0,210.0,0.0 PCS
PISTA SYRUP JOANN,04/02/26,"","",0.0,190.0,210.0,0.0 PCS
PISTA SYRUP JOANN,03/02/26,"","",0.0,220.0,230.0,0.0 PCS
PISTA SYRUP JOANN,16/01/26,"","",0.0,190.0,210.0,0.0 PCS
"PIZZA ,PASTA SAUCE",Batch #1,"","",0.0,127.05,160.0,25.0 PCS
"PIZZA ,PASTA SAUCE",15/02/26,"","",0.0,140.0,170.0,0.0 PCS
"PIZZA ,PASTA SAUCE",26/01/26,"","",0.0,162.75,200.0,0.0 PCS
"PIZZA ,PASTA SAUCE",10/12/25,01/12/2028,"",0.0,127.05,170.0,0.0 PCS
PLASTIC COVER 13*16,Batch #1,"","",0.0,15.0,20.0,7.0 PCS
PLASTIC COVER 9*12,Batch #1,"","",0.0,10.0,15.0,0.0 PCS
PLASTIC CUP 300ML,02/05/26,"","",0.0,150.0,170.0,0.0 PCS
PLASTIC CUP 300ML,Batch #1,11/12/2031,"",0.0,120.0,140.0,0.0 PCS
PLASTIC CUP 300ML,17/04/26,"","",0.0,275.0,300.0,0.0 PCS
PLASTIC STROW BIG ,Batch #1,"","",0.0,10.0,15.0,54.0 PKT
PLASTIC STROW SMALL ,Batch #1,"","",0.0,8.0,15.0,63.0 PKT
POMEGRANATE,24/0326,"","",0.0,700.0,800.0,0.0 KGS
POMEGRANATE,22/04/26,"","",0.0,780.0,880.0,0.0 KGS
POMEGRANATE,22/03/26,"","",0.0,680.0,780.0,0.0 KGS
POMEGRANATE,29/07/26,"","",0.0,650.0,700.0,0.0 KGS
POMEGRANATE,13/03/26,"","",0.0,1150.0,1200.0,0.0 KGS
POMEGRANATE,25/02/26,"","",0.0,100.0,110.0,0.0 KGS
POMEGRANATE,26/04/26,"","",0.0,750.0,850.0,0.0 KGS
POMEGRANATE,19/04/26,"","",0.0,770.0,850.0,0.0 KGS
POMEGRANATE,16/12/25-2,"","",0.0,70.0,80.0,0.0 KGS
POMEGRANATE,08/04/26,"","",0.0,880.0,920.0,0.0 KGS
POMEGRANATE,Batch #1,"","",0.0,60.0,70.0,0.0 KGS
POMEGRANATE,07/01/26,"","",0.0,80.0,85.0,0.0 KGS
POMEGRANATE,05/01/26,"","",0.0,73.0,80.0,0.0 KGS
POMEGRANATE,17/02/26,"","",0.0,110.0,120.0,0.0 KGS
POMEGRANATE,28/12/25,"","",0.0,73.0,78.0,0.0 KGS
POMEGRANATE,25/02/26.,"","",0.0,100.0,110.0,0.0 KGS
POMEGRANATE,08/01/26,"","",0.0,90.0,100.0,0.0 KGS
POMEGRANATE,10/05/26,"","",0.0,600.0,750.0,0.0 KGS
POMEGRANATE,02/05/26,"","",0.0,800.0,850.0,0.0 KGS
POMEGRANATE,24/03/26,"","",0.0,730.0,800.0,0.0 KGS
POMEGRANATE,20/12/25,17/12/2026,"",0.0,78.0,82.0,0.0 KGS
POMEGRANATE,27/12/25,"","",0.0,70.0,75.0,0.0 KGS
POMEGRANATE,12/02/26,"","",0.0,90.0,95.0,0.0 KGS
POMEGRANATE,17/04/26,"","",0.0,800.0,850.0,0.0 KGS
POMEGRANATE,17/04/26.,"","",0.0,50.0,65.0,0.0 KGS
POMEGRANATE,11/012/26,"","",0.0,93.0,98.0,0.0 KGS
POMEGRANATE,10/02/26.,"","",0.0,74.0,80.0,0.0 KGS
POMEGRANATE,14/04/26,"","",0.0,65.0,50.0,0.0 KGS
POMEGRANATE,16/12/25,15/12/2027,"",0.0,45.0,60.0,0.0 KGS
POMEGRANATE,20/02/26,"","",0.0,115.0,120.0,0.0 KGS
POMEGRANATE,08/06/26,"","",0.0,550.0,650.0,0.0 KGS
POMEGRANATE,26/01/26,"","",0.0,84.62,95.0,0.0 KGS
POMEGRANATE,05/04/26,"","",0.0,30.0,45.0,0.0 KGS
POMEGRANATE,26/12/25,"","",0.0,75.0,80.0,0.0 KGS
POMEGRANATE,12/04/26,"","",0.0,53.33,60.0,0.0 KGS
POMEGRANATE,21/04/26,"","",0.0,750.0,800.0,0.0 KGS
POMEGRANATE,10/1/26,"","",0.0,65.0,75.0,0.0 KGS
POMEGRANATE,18/02/26,"","",0.0,100.0,105.0,0.0 KGS
POMEGRANATE,24/06/26,"","",0.0,500.0,600.0,0.0 KGS
POMEGRANATE,30/04/26,"","",0.0,830.0,900.0,0.0 KGS
POMEGRANATE,11/05/26,"","",0.0,400.0,550.0,0.0 KGS
POMEGRANATE,10/02/26,"","",0.0,95.0,100.0,0.0 KGS
POMEGRANATE,25/03/26,"","",0.0,95.0,100.0,0.0 KGS
POMEGRANATE,24/01/26,"","",0.0,80.0,90.0,0.0 KGS
POMEGRANATE,10/7/26,"","",0.0,850.0,900.0,0.0 KGS
PORI AVAL ,Batch #1,"","",0.0,42.0,62.0,0.0 PCS
POTATO 1KG,10/03/26,"","",0.0,16.0,25.0,0.0 KGS
POTATO 1KG,27/03/26,"","",0.0,18.0,25.0,0.0 KGS
POTATO 1KG,24/03/26,"","",0.0,25.0,25.0,0.0 KGS
POTATO 1KG,16/01/26,"","",0.0,22.0,30.0,0.0 KGS
POTATO 1KG,Batch #1,17/12/2031,"",0.0,19.23,25.0,0.0 KGS
PRINTER ROLL PAPPER ,Batch #1,22/12/2029,"",0.0,42.0,55.0,10.0 PCS
PULP  STRAWBERRY 1.5 KG,Batch #1,"","",0.0,300.0,342.0,0.0 PCS
PULP AVOCADO 1.5KG,20/06/26,"","",0.0,350.0,407.0,3.0 PCS
PULP AVOCADO 1.5KG,Batch #1,08/11/2026,"",0.0,333.33,407.0,0.0 PCS
PULP CHIKKU 1.5KG,Batch #1,09/11/2026,"",0.0,220.42,258.0,0.0 PCS
PULP CHIKKU 1.5KG,20/06/26,"","",0.0,215.0,258.0,10.0 PCS
PULP MANGO 1.5KG,Batch #1,07/11/2026,"",0.0,245.0,296.0,8.0 PCS
PULP TENDER COCONUT 1.5KG,Batch #1,09/11/2026,"",0.0,285.71,330.0,0.0 PCS
PULP TENDER COCONUT 1.5KG,20/06/26,"","",0.0,300.0,339.0,5.0 PCS
RED BANANA,16/03/26,"","",0.0,60.0,75.0,0.0 KGS
RED BANANA,2602/26,"","",0.0,70.0,80.0,0.0 KGS
RED BANANA,Batch #1,"","",0.0,150.0,200.0,0.0 KGS
RED BANANA,16/04/26,"","",0.0,100.0,150.0,0.0 KGS
RED BANANA,15/06/26,"","",0.0,75.0,85.0,0.0 KGS
RED CHILLI MOJITO MANAMA 500ML,03/02/26,"","",0.0,164.0,185.0,16.0 PCS
RED CHILLY SOUS,Batch #1,"","",0.0,40.0,45.0,0.0 PCS
RED CHILLY SOUS,09/08/26,"","",0.0,45.0,48.0,0.0 PCS
ROSE MIX 100 ML,07/06/26,"","",0.0,85.0,99.0,51.0 PCS
ROSE MIX 100 ML,Batch #1,11/11/2026,"",0.0,79.0,95.0,0.0 PCS
RUBBER BAND,27/03/26,"","",0.0,180.0,200.0,0.0 PCS
RUBBER BAND,Batch #1,"","",0.0,170.0,200.0,9.0 PCS
SALT,Batch #1,"","",0.0,8.4,15.0,32.0 PCS
SANDWICH BOX 100,15/06/26,"","",0.0,510.0,590.0,0.0 PCS
SANDWICH BOX 100,Batch #1,"","",0.0,300.0,340.0,11.0 PCS
SANDWICH BOX NEW,Batch #1,"","",0.0,280.0,320.0,0.0 PCS
SAUCE BOTTLE SMALL,Batch #1,"","",0.0,35.0,50.0,1.0 PCS
SCHESWAN CHUTNEY,Batch #1,17/12/2032,"",0.0,127.05,160.0,8.0 PCS
SCHEZWAN CHINESE SAUCE MIX,Batch #1,"","",0.0,357.0,400.0,7.0 PCS
SEMIYA,Batch #1,"","",0.0,70.0,80.0,0.0 PCS
SNIKERSE 10/-,Batch #1,28/12/2030,"",0.0,310.0,325.0,12.0 PCS
SNIKERSE 10/-,13/04/26,"","",0.0,325.0,340.0,0.0 PCS
SNIKERSE 10/-,16/01/26,"","",0.0,320.0,340.0,0.0 PCS
SNIKERSE 10/-,26/12/25,"","",0.0,300.0,330.0,0.0 PCS
SODA CASE ,14/1/26,"","",0.0,340.0,373.0,0.0 PCS
SODA CASE ,03/04/26,"","",0.0,387.84,430.0,3.0 PCS
SPOON WOODEN,Batch #1,27/12/2030,"",0.0,50.0,70.0,77.0 PCS
SPOON WOODEN,24/04/26,"","",0.0,60.0,75.0,0.0 PCS
